election,cycle,fecyear,Cand.ID,FEC.ID,NID,ICPSR,ICPSR2,bonica.rid,bonica.cid,name,lname,ffname,fname,mname,nname,title,suffix,party,state,seat,district,Incum.Chall,recipient.cfscore,contributor.cfscore,recipient.cfscore.dyn,dwnom1,dwnom2,ps.dwnom1,ps.dwnom2,dwdime,irt.cfscore,num.givers,num.givers.total,n.data.points.personal.donations,n.data.points.personal.donations.unq,cand.gender,total.disbursements,total.pc.contribs,contribs.from.candidate,unitemized,non.party.ind.exp.for,non.party.ind.exp.against,ind.exp.for,ind.exp.against,comm.cost.for,comm.cost.against,party.coord.exp,party.ind.exp.against,total.receipts,total.indiv.contrib,total.pac.contribs,ran.primary,ran.general,p.elec.stat,s.elec.stat,r.elec.stat,gen.elec.stat,gen.elect.pct,winner,district.partisanship,district.pres.vs,candStatus,recipient.type,igcat,comtype,nimsp.party,nimsp.candidate.ICO.code,nimsp.district,nimsp.office,nimsp.candidate.status,before.switch.ICPSR,after.switch.ICPSR,party.orig
fd2010,2010,2010,H0NY20095,C00477984,N00031998,H0NY200952010,21156,cand1146,4199436975,"GIBSON, CHRIS P",gibson,chris p,chris,p,,,,200,NY,federal:house,NY20,C,0.71740193620457,0.661739203223116,0.74,0.203,-0.455,,,0.234,,1378,3843,10,10,M,1734218.64,27200,9900,237545.35,0,0,0,0,0,0,0,0,1765218.83,1067274.18,249662.7,1,1,W,,,W,54.85,W,0.234,0.515,C,cand,,H,,,,,,,,200
fd2010,2010,2010,H8NY24066,C00451005,N00030197,H8NY240662010,21157,cand1147,2801917579,"HANNA, RICHARD",hanna,richard,richard,,,,,200,NY,federal:house,NY24,C,0.615790813406717,0.0878673342112324,0.671,0.215,-0.145,,,0.268,,703,1887,120,120,M,1265197.95,6500,16688.29,102587.34,0,0,0,0,0,0,0,0,1284980.27,689452.03,215752.61,1,1,W,,,W,53,W,0.2,0.515,C,cand,,H,,,,,,,,200
fd2010,2010,2010,H0NY25078,C00473751,N00031640,H0NY250782010,21158,cand1148,5000002566806248,"BUERKLE, ANN MARIE",buerkle,ann marie,ann,marie,,,,200,NY,federal:house,NY25,C,0.996688904431291,0.754776777612882,0.921,0.579,0.253,,,0.54,,573,3001,19,19,F,773776.6,5600,13000,132876.41,0,0,0,0,0,0,0,0,837440.41,392146.32,202620.85,1,1,W,,,W,50.11,W,-0.127,0.566,C,cand,,H,,,,,,,,200
fd2010,2010,2010,H0NC02059,C00471896,N00031513,H0NC020592010,21159,cand1149,5000004894263853,"ELLMERS, RENEE JACISIN",ellmers,renee jacisin,renee,jacisin,,,,200,NC,federal:house,NC02,C,0.981882387274643,1.04243541504546,1.145,0.406,0.338,,,0.462,,783,2194,17,17,F,908108.3,775,0,275913.9,0,0,0,0,0,0,0,0,1139876.39,392353.22,44000,1,1,W,,,W,49.47,W,0.194,0.525,C,cand,,H,,,,,,,,200
fd2010,2010,2010,H0ND00135,C00474619,N00031629,H0ND001352010,21160,cand1150,29065837027,"BERG, RICHARD A",berg,richard a,richard,a,,,,200,ND,federal:house,ND01,C,1.21283004069134,1.29862335392936,1.377,0.328,0.427,,,0.376,,1404,3935,132,132,M,2094846.76,8199.07,24694.55,251954.19,0,0,0,0,0,0,0,0,2120919.86,1368511.46,366219.78,1,1,W,,,W,54.74,W,0.639,0.459,C,cand,,H,,,,,,,,200
fd2010,2010,2010,H0OH06189,C00476820,N00032088,H0OH061892010,21162,cand1151,5764669197,"JOHNSON, BILL",johnson,bill,bill,,,,,200,OH,federal:house,OH06,C,0.929163383574354,0.967162162209465,1.121,0.426,0.261,,,0.431,,533,3046,34,34,M,668669.61,430,9771.63,117575.07,0,0,0,0,0,0,0,0,700674.9,350841.28,160780,1,1,W,,,W,50.19,W,0.214,0.49,C,cand,,H,,,,,,,,200
fd2010,2010,2010,H8OH15076,C00441352,N00029574,H8OH150762010,21163,cand1152,4138329347,"STIVERS, STEVE MR.",stivers,steve mr.,steve,mr,,,,200,OH,federal:house,OH15,C,0.781245564711531,0.809082578294304,0.934,0.299,0.26,,,0.316,,1941,5773,62,62,M,2739088.17,0,2000,147893.82,0,0,0,0,0,0,0,0,2740057.56,1429937.46,1122451.93,1,1,W,,,W,54.16,W,-0.005,0.545,C,cand,,H,,,,,,,,200
fd2010,2010,2010,H0OH16097,C00466359,N00031127,H0OH160972010,21164,cand1153,5764440509,"RENACCI, JAMES B",renacci,james b,james,b,,,,200,OH,federal:house,OH16,C,1.08498324808523,1.08032097954228,1.142,0.387,0.143,,,0.396,,1468,5576,63,63,M,2403263.49,41076.25,17450,144086.18,0,0,0,0,0,0,0,0,2453260.01,1040325.53,378880,1,1,W,,,W,52.08,W,0.319,0.49,C,cand,,H,,,,,,,,200
fd2010,2010,2010,H0OH18077,C00466516,N00031128,H0OH180772010,21165,cand1154,3820447092,"GIBBS, ROBERT BRIAN MR.",gibbs,robert brian mr.,robert,brian mr,,,,200,OH,federal:house,OH18,C,0.986019493529779,1.04328634521484,1.142,0.46,0.293,,,0.443,,860,2955,10,10,M,1090872.45,0,0,102861.37,0,0,0,0,0,0,0,0,1123243.79,625747.59,319045.5,1,1,W,,,W,53.86,W,0.531,0.464,C,cand,,H,,,,,,,,200
fd2010,2010,2010,H0OK05114,C00466482,N00031129,H0OK051142010,21166,cand1155,3230135697,"LANKFORD, JAMES",lankford,james,james,,,,,200,OK,federal:house,OK05,O,1.12620551170737,1.13533441556698,1.216,0.579,0.152,,,0.571,,1002,4338,8,8,M,1156646.91,0,100,150826.29,0,0,0,0,0,0,0,0,1245943.97,905638.19,185768,1,1,W,,,W,62.52,W,0.963,0.41,C,cand,,H,,,,,,,,200
fd2010,2010,2010,H0PA03271,C00474189,N00031647,H0PA032712010,21167,cand1156,3945979226,"KELLY, GEORGE J JR",kelly,george j,george,j,,,jr,200,PA,federal:house,PA03,C,0.900594274008428,0.485545248748766,0.989,0.322,0.495,,,0.35,,707,2904,13,13,M,1306959.87,10000,0,87523.28,0,0,0,0,0,0,0,0,1335429.56,513456.44,271799.73,1,1,W,,,W,55.72,W,0.26,0.5,C,cand,,H,,,,,,,,200
fd2010,2010,2010,H0PA07082,C00466870,N00031134,H0PA070822010,21168,cand1157,3131059225,"MEEHAN, PATRICK L",meehan,patrick l,patrick,l,,,,200,PA,federal:house,PA07,O,0.521558152476297,0.49405115377831,0.581,0.22,0.076,,,0.249,,2083,4245,3,3,M,2986713.16,9100,0,140638.79,0,0,0,0,0,0,0,0,3031824.84,2002939.64,878645.39,1,1,W,,,W,54.94,W,-0.2,0.566,C,cand,,H,,,,,,,,200
fd2010,2010,2010,H0PA10078,C00475145,N00031777,H0PA100782010,21170,cand1158,4013258046,"MARINO, THOMAS ANTHONY",marino,thomas anthony,thomas,anthony,,,,200,PA,federal:house,PA10,C,0.873857771058971,0.232506739980894,0.906,0.352,0.477,,,0.362,,565,1686,1,1,M,705071.02,10000,0,82210.29,0,0,0,0,0,0,0,0,714385.38,484920.11,134486.2,1,1,W,,,W,55.18,W,0.646,0.455,C,cand,,H,,,,,,,,200
fd2010,2010,2010,H2PA11098,C00445122,N00025495,H2PA110982010,21171,cand1159,3818420264,"BARLETTA, LOU",barletta,lou,lou,,,,,200,PA,federal:house,PA11,C,0.993307144592629,0.639705983781668,1.001,0.278,0.393,,,0.31,,981,8075,21,21,M,1291165.44,16000,0,339693.83,0,0,0,0,0,0,0,0,1290913.35,559932.32,318591.78,1,1,W,,,W,54.7,W,-0.231,0.576,C,cand,,H,,,,,,,,200
fd2010,2010,2010,H0RI01073,C00476564,N00032019,H0RI010732010,21172,cand1160,5231558099,"CICILLINE, DAVID N",cicilline,david n,david,n,,,,100,RI,federal:house,RI01,O,-0.996388600843203,-1.23237989431733,-0.774,-0.389,-0.286,,,-0.398,,1694,6741,179,179,M,2015847.44,0,0,127803.5,0,0,0,0,0,0,0,0,2054788.24,1530923.52,270618.18,1,1,W,,,W,50.6,W,-0.948,0.663,C,cand,,H,,,,,,,,100
fd2010,2010,2010,H0SC01279,C00476226,N00031782,H0SC012792010,21173,cand1161,4004235843,"SCOTT, TIMOTHY E",scott,timothy e,timothy,e,,,,200,SC,federal:house,SC01,O,0.940464536598388,0.966165078179782,1.149,0.649,0.001,,,0.682,,909,7488,12,12,M,1136730,0,0,124296.41,0,0,0,0,0,0,0,0,1213573.63,701444.94,386289.12,1,1,W,,,W,65.37,W,0.824,0.424,C,cand,,H,,,,,,,,200
fd2010,2010,2010,H0SC03077,C00460550,N00030752,H0SC030772010,21174,cand1162,3820444735,"DUNCAN, JEFF",duncan,jeff,jeff,,,,,200,SC,federal:house,SC03,O,1.10562125543808,1.1431209761975,1.231,0.737,-0.204,,,0.728,,724,1903,10,10,M,903942.95,0,0,107958.7,0,0,0,0,0,0,0,0,935503.18,433971.65,333706.95,1,1,W,,,W,62.46,W,1.256,0.354,C,cand,,H,,,,,,,,200
fd2010,2010,2010,H0SC04257,C00462523,N00030880,H0SC042572010,21175,cand1163,3475220121,"GOWDY, TREY",gowdy,trey,trey,,,,,200,SC,federal:house,SC04,C,1.16777252331022,1.19503841003474,1.066,0.655,-0.002,,,0.661,,789,3449,5,5,M,867204.51,0,0,61847,0,0,0,0,0,0,0,0,942671.78,683387.93,197436.85,1,1,W,,,W,63.45,W,1.109,0.388,C,cand,,H,,,,,,,,200
fd2010,2010,2010,H0SC05031,C00471292,N00031412,H0SC050312010,21176,cand1164,29175885693,"MULVANEY, JOHN MICHAEL 'MICK'",mulvaney,john michael 'mick',john,michael 'mick',,,,200,SC,federal:house,SC05,C,1.14655937905895,0.933278866033754,1.215,0.75,-0.592,,,0.73,,1222,3585,38,38,M,1510413.93,5000,0,216545.07,0,0,0,0,0,0,0,0,1647870.38,954181.06,261910,1,1,W,,,W,55.12,W,0.552,0.465,C,cand,,H,,,,,,,,200
fd2010,2010,2010,H0SD00054,C00476853,N00032022,H0SD000542010,21177,cand1165,5000004154375810,"NOEM, KRISTI LYNN",noem,kristi lynn,kristi,lynn,,,,200,SD,federal:house,SD01,C,1.2758316705337,1.32330869222022,1.349,0.398,0.326,,,0.42,,2006,4569,7,7,F,2284547.93,18350,13263.66,420847.61,0,0,0,0,0,0,0,0,2295248.96,1501506.89,259777.9,1,1,W,,,W,48.12,W,0.654,0.459,C,cand,,H,,,,,,,,200
fd2010,2010,2010,H0TN03254,C00461822,N00030815,H0TN032542010,21178,cand1166,3191120789,"FLEISCHMANN, CHARLES J",fleischmann,charles j,charles,j,,,,200,TN,federal:house,TN03,O,1.07195865505815,1.10374077381156,1.185,0.471,0.305,,,0.498,,595,2591,34,34,M,1378924.26,0,0,38721.8,0,0,0,0,0,0,0,0,1409581.77,423941.97,248918,1,1,W,,,W,56.79,W,0.987,0.374,C,cand,,H,,,,,,,,200
fd2010,2010,2010,H0TN04195,C00464073,N00030957,H0TN041952010,21179,cand1167,3519202846,"DESJARLAIS, SCOTT EUGENE",desjarlais,scott eugene,scott,eugene,,,,200,TN,federal:house,TN04,C,1.26409539186341,1.27783045669069,1.285,0.593,-0.111,,,0.556,,653,1582,2,2,M,957680.19,10100,4800,73948.22,0,0,0,0,0,0,0,0,973111.33,658163.11,191700,1,1,W,,,W,57.07,W,0.585,0.347,C,cand,,H,,,,,,,,200
fd2010,2010,2010,H0TN06257,C00472878,N00031539,H0TN062572010,21180,cand1168,5000029105840731,"BLACK, DIANE LYNN",black,diane lynn,diane,lynn,,,,200,TN,federal:house,TN06,O,1.03299546549694,1.1574217985129,1.123,0.58,0.219,,,0.552,,903,3352,128,128,F,2328657.7,3399,79547.61,62222.11,0,0,0,0,0,0,0,0,2364211.25,631776.62,380600.62,1,1,W,,,W,67.26,W,0.853,0.374,C,cand,,H,,,,,,,,200
fd2010,2010,2010,H0TN08246,C00466854,N00031141,H0TN082462010,21181,cand1169,4122338304,"FINCHER, STEVE",fincher,steve,steve,,,,,200,TN,federal:house,TN08,O,1.13386700093777,1.1623189251033,1.246,0.526,0.181,,,0.529,,1441,3087,20,20,M,2865001.97,950,0,160653.17,0,0,0,0,0,0,0,0,2974526.46,1976132.42,519032.96,1,1,W,,,W,58.99,W,0.447,0.434,C,cand,,H,,,,,,,,200
fd2010,2010,2010,H0TX17104,C00472241,N00031545,H0TX171042010,21182,cand1170,2392708624,"FLORES, BILL",flores,bill,bill,,,,,200,TX,federal:house,TX17,C,1.17017740901025,1.11001485812128,1.33,0.597,0.327,,,0.588,,1397,2869,164,164,M,3389497.38,13755.2,236226.56,170174.91,0,0,0,0,0,0,0,0,3433415.41,1352220.37,297897.34,1,1,W,,,W,61.8,W,1.525,0.323,C,cand,,H,,,,,,,,200
fd2010,2010,2010,H4TX28046,C00394353,N00026722,H4TX280462010,21183,cand1171,3900454788,"CANSECO, FRANCISCO 'QUICO'",canseco,francisco 'quico',francisco,'quico',,,,200,TX,federal:house,TX23,C,1.16355098299004,0.971043011826812,1.246,0.571,0.522,,,0.546,,1054,2529,207,207,M,1822565.56,37050,0,155079.81,0,0,0,0,0,0,0,0,1931185.54,854531.14,263054.2,1,1,W,,,W,49.4,W,0.377,0.515,C,cand,,H,,,,,,,,200
fd2010,2010,2010,H0TX27061,C00473736,N00031672,H0TX270612010,21184,cand1172,4068310326,"FARENTHOLD, RANDOLPH BLAKE",farenthold,randolph blake,randolph,blake,,,,200,TX,federal:house,TX27,C,1.13871951099683,1.02485243666664,1.202,0.548,0.016,,,0.527,,375,1788,22,22,M,562849.26,0,4144.85,51955.3,0,0,0,0,0,0,0,0,629930.66,290453.25,61481.2,1,1,W,,,W,47.84,W,0.193,0.535,C,cand,,H,,,,,,,,200
fd2010,2010,2010,H0VA02084,C00463687,N00030962,H0VA020842010,21185,cand1173,29085834195,"RIGELL, EDWARD SCOTT MR.",rigell,edward scott mr.,edward,scott mr,,,,200,VA,federal:house,VA02,C,0.929452909343795,1.10642202006971,1.019,0.405,-0.084,,,0.431,,1137,2167,248,248,M,4601652.98,8823.58,2593364.41,89195.16,0,0,0,0,0,0,0,0,4759947.1,1110365.49,309770,1,1,W,,,W,53.12,W,0.357,0.51,C,cand,,H,,,,,,,,200
fd2010,2010,2010,H0VA05095,C00468405,N00031265,H0VA050952010,21186,cand1174,-9,"HURT, ROBERT",hurt,robert,robert,,,,,200,VA,federal:house,VA05,C,0.972293781142316,,1.067,0.568,0,,,0.539,,2116,3685,0,0,M,2542275.63,18500,0,307385.99,0,0,0,0,0,0,0,0,2600708.42,1506571.11,681410.84,1,1,W,,,W,50.81,W,0.44,0.485,C,cand,,H,,,,,,,,200
fd2010,2010,2010,H0VA09055,C00477240,N00032029,H0VA090552010,21191,cand1179,4116327901,"GRIFFITH, H MORGAN",griffith,h morgan,h morgan,,,,,200,VA,federal:house,VA09,C,0.935430581167924,1.01574020265136,1.139,0.545,-0.451,,,0.513,,810,4010,4,4,M,1029522.48,2750,0,133791.75,0,0,0,0,0,0,0,0,1075273.06,656289.95,265146.83,1,1,W,,,W,51.21,W,0.865,0.404,C,cand,,H,,,,,,,,200
fd2010,2010,2010,H0WA03187,C00472704,N00031559,H0WA031872010,21187,cand1175,4636040342,"HERRERA, JAIME",herrera,jaime,jaime,,,,,200,WA,federal:house,03,O,1.05770254457984,1.12162869525007,1.136,0.372,-0.205,,,0.389,,1020,3655,1,1,F,1534649.86,10700,0,185098.99,0,0,0,0,0,0,0,0,1557220.57,776822.2,551882.4,1,1,W,,,W,52.97,W,0.074,0.531,C,cand,,H,,,,,,,,200
fd2010,2010,2010,H0WV01072,C00473132,N00031681,H0WV010722010,21188,cand1176,29185878723,"MCKINLEY, DAVID B",mckinley,david b,david,b,,,,200,WV,federal:house,WV01,C,0.699035841126221,0.892086907978305,0.837,0.29,0.161,,,0.316,,747,2969,86,86,M,1705723.79,5000,140614.2,106593.38,0,0,0,0,0,0,0,0,1783038.86,549542.89,307885.79,1,1,W,,,W,50.4,W,0.711,0.424,C,cand,,H,,,,,,,,200
fd2010,2010,2010,H0WI07051,C00464339,N00030967,H0WI070512010,21189,cand1177,4674068729,"DUFFY, SEAN",duffy,sean,sean,,,,,200,WI,federal:house,WI07,O,1.21765289522436,1.36414470644336,1.358,0.509,-0.121,,,0.547,,1534,5087,47,47,M,1918210.74,11200,0,391774.6,0,0,0,0,0,0,0,0,1977172.15,1089359.67,480545,1,1,W,,,W,52.11,W,-0.099,0.566,C,cand,,H,,,,,,,,200
fd2010,2010,2010,H0WI08075,C00463620,N00030968,H0WI080752010,21190,cand1178,4184398628,"RIBBLE, REID",ribble,reid,reid,,,,,200,WI,federal:house,WI08,C,1.25516120160112,1.17164194079094,1.361,0.603,-0.333,,,0.593,,871,4339,46,46,M,1307779.69,9650,24153.82,95643.03,0,0,0,0,0,0,0,0,1315833.37,809108.42,274900,1,1,W,,,W,54.77,W,0.171,0.545,C,cand,,H,,,,,,,,200
fd2012,2012,2012,H2AZ09019,C00508804,N00033983,H2AZ090192012,21300,cand40348,5000003820446223,"SINEMA, KYRSTEN",sinema,kyrsten,kyrsten,,,,,100,AZ,federal:house,AZ09,C,-1.31079935985717,-1.27572032360515,-1.065,-0.107,0.058,,,-0.195,,4977,87024,38,38,F,2118460.84,6498.83,0,467668.8,0,0,0,0,0,0,0,0,2167384.11,1250242.47,371319.44,1,1,W,,,W, 48,W,,0.52,C,cand,,H,,,,,,,,100
fd2012,2012,2012,H2AR04083,C00499988,N00033363,H2AR040832012,21301,cand189537,2414725408,"COTTON, THOMAS",cotton,thomas,thomas,,,,,200,AR,federal:house,AR04,O,1.11050385859671,0.944635449687697,1.1,0.615,0.114,,,0.646,,2295,10263,23,23,M,2094866.54,0,0,232147.62,0,0,0,0,0,0,0,0,2213217.51,1513623.91,466742.57,1,1,W,,,W, 59,W,0.329538077116013,0.381,C,cand,,H,,,,,,,,200
fd2012,2012,2012,H2CA02142,C00509422,N00033987,H2CA021422012,21302,cand28663,4123332079,"LAMALFA, DOUG",lamalfa,doug,doug,,,,,200,CA,federal:house,CA01,C,0.853927253397588,0.933940284558609,1.024,0.552,0.106,,,0.469,,562,3406,96,96,M,775941.69,0,0,31261.58,0,0,0,0,0,0,0,0,872995.42,338421.56,333027.98,1,1,W,,,W, 57,W,-0.817816913127899,0.442,C,cand,,,,,,,,,,200
fd2012,2012,2012,H2CA06259,C00536680,N00033030,H2CA062592012,21303,cand40450,3818418629,"HUFFMAN, JARED",huffman,jared,jared,,,,,100,CA,federal:house,CA02,O,-1.15550621455386,-1.14400973247332,-1.009,-0.425,-0.535,,,-0.446,,1758,5803,18,18,M,23.96,0,405.24,590.83,0,0,0,0,0,0,0,0,665.83,901001.92,75,1,1,W,,,W, 70,W,0.778007984161377,0.74,C,cand,,H,,,,,,,,100
fd2012,2012,2012,H0CA03078,C00461061,N00030717,H0CA030782012,21304,cand35060,4629040006,"BERA, AMERISH",bera,amerish,amerish,,,,,100,CA,federal:house,CA07,C,-1.28808924567676,-1.40035945636405,-1.222,-0.228,0.005,,,-0.245,,10005,20294,0,0,M,3564211.09,9687.89,40754.94,455048.38,0,0,0,0,0,0,0,0,3664781.6,2264336.51,703190.09,1,1,W,,,W, 50,W,-1.28142321109772,0.526,C,cand,,H,,,,,,,,100
fd2012,2012,2012,H2CA08164,C00512202,N00034224,H2CA081642012,21305,cand28694,3816417427,"COOK, PAUL",cook,paul,paul,,,,,200,CA,federal:house,CA08,C,0.493776835129859,0.508973116285906,0.528,0.387,0.181,,,0.242,,368,1725,12,12,M,583981.44,0,0,26448.5,0,0,0,0,0,0,0,0,610014.28,309467.83,243738,1,1,W,,,W, 57,W,-2.94710516929626,0.433,C,cand,,,,,,,,,,200
fd2012,2012,2012,H2CA15094,C00502294,N00033508,H2CA150942012,21306,cand40569,3784675882,"SWALWELL, ERIC MICHAEL",swalwell,eric michael,eric,michael,,,,100,CA,federal:house,CA15,C,-0.979328746134729,-0.20468350781442,-0.511,-0.365,-0.117,,,-0.385,,736,6065,23,23,M,799576.22,0,0,92160.72,0,0,0,0,0,0,0,0,826186.24,608184.46,124700,1,1,W,,,W, 52,W,-1.04577267169952,0.691,C,cand,,H,,,,,,,,100
fd2012,2012,2012,H2CA20094,C00499392,N00033367,H2CA200942012,21307,cand40621,4136340694,"VALADAO, DAVID",valadao,david,david,,,,,200,CA,federal:house,CA21,C,0.974618394064838,0.740972037085748,1.039,0.253,0.411,,,0.326,,1134,4225,48,48,M,1181112.9,0,0,10367,0,0,0,0,0,0,0,0,1315897.19,702806.28,574499.79,1,1,W,,,W, 60,W,0.834259152412415,0.531,C,cand,,,,,,,,,,200
fd2012,2012,2012,H2CA00120,C00513077,N00034254,H2CA001202012,21308,cand40368,5000004167385485,"BROWNLEY, JULIA",brownley,julia,julia,,,,,100,CA,federal:house,CA26,C,-1.35880959033354,-1.34634080067237,-1.188,-0.284,0.05,,,-0.294,,5414,29722,53,53,F,2106885.83,0,0,314401.28,0,0,0,0,0,0,0,0,2155827.82,1254335.76,506108.67,1,1,W,,,W, 51,W,0.254435390233994,0.577,C,cand,,,,,,,,,,100
fd2012,2012,2012,H2CA28113,C00498873,N00033373,H2CA281132012,21309,cand40734,3816420382,"cardenas, tony",cardenas,tony,tony,,,,,100,CA,federal:house,CA29,C,-0.645841402239885,-0.988392340420713,-0.513,-0.38,0.026,,,-0.404,,598,7539,19,19,M,709796.98,0,0,3745.94,0,0,0,0,0,0,0,0,844097.25,443973.89,382350,1,1,W,,,W, 74,W,-0.886585056781769,0.763,C,cand,,H,,,,,,,,100
fd2012,2012,2012,H2CA35118,C00502534,N00033509,H2CA351182012,21310,cand40829,5000004183392875,"MCLEOD, GLORIA NEGRETE",mcleod,gloria negrete,gloria,negrete,,,,100,CA,federal:house,CA35,C,-0.619344848483344,,-0.537,-0.437,0.035,,,-0.429,,306,2543,0,0,F,344428.44,0,0,25034.19,0,0,0,0,0,0,0,0,352549.74,203959.35,69514.57,1,1,W,,,W, 55,W,-2.00252723693848,0.667,C,cand,,H,,,,,,,,100
fd2012,2012,2012,H2CA36439,C00502575,N00033510,H2CA364392012,21311,cand40871,26511794859,"RUIZ, RAUL DR.",ruiz,raul dr.,raul,dr,,,,100,CA,federal:house,CA36,C,-1.25433404446644,-1.30174561703031,-1.219,-0.239,0.066,,,-0.273,,13435,30994,17,17,M,1925464.26,14486.46,5000,332752.76,0,0,0,0,0,0,0,0,1976758,1151352.21,468824.54,1,1,W,,,W, 51,W,-0.726181089878082,0.515,C,cand,,H,,,,,,,,100
fd2012,2012,2012,H2CA43245,C00498667,N00006701,H2CA432452012,21312,cand40981,4172391272,"TAKANO, MARK",takano,mark,mark,,,,,100,CA,federal:house,CA41,O,-1.3054946057967,-1.16885813777706,-1.221,-0.466,-0.257,,,-0.45,,7641,15338,33,33,M,1437163.21,11926.27,1350,165218.35,0,0,0,0,0,0,0,0,1461798.23,797201.49,468619.93,1,1,W,,,W, 57,W,0.71120423078537,0.608,C,cand,,H,,,,,,,,100
fd2012,2012,2012,H2CA00104,C00498212,N00033274,H2CA001042012,21313,cand40366,4057294214,"LOWENTHAL, ALAN",lowenthal,alan,alan,,,,,100,CA,federal:house,CA47,C,-0.912927231338947,-0.987893383358235,-0.918,-0.449,-0.358,,,-0.434,,2262,5457,36,36,M,1175009.14,0,20000,100849.35,0,0,0,0,0,0,0,0,1213336.82,589161.64,499468.21,1,1,W,,,W, 54,W,-0.113990671932697,0.598,C,cand,,,,,,,,,,100
fd2012,2012,2012,H2CA50026,C00497321,N00007021,H2CA500262012,21314,cand41075,5301795171,"VARGAS, JUAN C.",vargas,juan c.,juan,c,,,,100,CA,federal:house,CA51,O,-0.234313161308364,-0.397916550224667,-0.229,-0.397,0.12,,,-0.371,,624,4164,38,38,M,1024618.48,2000,0,13400,0,0,0,0,0,0,0,0,1075806.23,370387,629350,1,1,W,,,W, 70,W,-0.313635766506195,0.67,C,cand,,,,,,,,,,100
fd2012,2012,2012,H2CA52089,C00503110,N00033591,H2CA520892012,21315,cand41113,4635040328,"PETERS, SCOTT",peters,scott,scott,,,,,100,CA,federal:house,CA52,C,-1.22438843890416,-1.12257583851912,-0.916,-0.177,-0.06,,,-0.232,,1282,22393,172,172,M,4352737.01,900,7452.11,81806.72,0,0,0,0,0,0,0,0,4381438.01,1170329.21,323819.75,1,1,W,,,W, 50,W,0.64684671163559,0.561,C,cand,,H,,,,,,,,100
fd2012,2012,2012,H2CT05131,C00494203,N00033217,H2CT051312012,21316,cand41261,5000004703114496,"ESTY, ELIZABETH",esty,elizabeth,elizabeth,,,,,100,CT,federal:house,CT05,O,-1.18961154571046,-1.20740857402417,-0.99,-0.315,-0.078,,,-0.319,,3966,11579,150,150,F,3285559.7,14772.27,7694.67,299137.99,0,0,0,0,0,0,0,0,3326549.65,2010016.91,394461.88,1,1,W,,,W, 46,W,-0.0922228619456291,0.571,C,cand,,H,,,,,,,,100
fd2012,2012,2012,H2FL06109,C00494583,N00033220,H2FL061092012,21317,cand41398,4271456637,"YOHO, THEODORE SCOTT MR.",yoho,theodore scott mr.,theodore,scott mr,,,,200,FL,federal:house,FL03,C,1.07675822615986,1.10231448719963,1.073,0.702,-0.376,,,0.655,,531,2548,25,25,M,611549.37,950,15550,80991.03,0,0,0,0,0,0,0,0,683946.72,368650.54,167604.9,1,1,W,,,W, 64,W,-0.454885333776474,0.404,C,cand,,H,,,,,,,,200
fd2012,2012,2012,H2FL00292,C00511568,N00034746,H2FL002922012,21318,cand41326,26913150406,"DESANTIS, RONALD D",desantis,ronald d,ronald,d,,,,200,FL,federal:house,FL06,C,1.20689205680637,0.79770713893733,1.155,0.663,-0.105,,,0.659,,873,7607,12,12,M,1127141.88,7500,614.18,70434.83,0,0,0,0,0,0,0,0,1155958.58,830609.57,236700,1,1,W,,,W, 57,W,0.769605278968811,0.459,C,cand,,H,,,,,,,,200
fd2012,2012,2012,H2FL22072,C00493825,N00033091,H2FL220722012,21319,cand41546,27816026693,"MURPHY, PATRICK",murphy,patrick,patrick,,,,,100,FL,federal:house,FL18,C,-1.10532342820398,-0.953460360598052,-1.06,-0.186,-0.026,,,-0.224,,22560,62240,19,19,M,4480428.11,9902.1,66742.99,1023712.13,0,0,0,0,0,0,0,0,4752053.86,2903918.51,493184.1,1,1,W,,,W, 50,W,0.252115368843079,0.515,C,cand,,H,,,,,,,,100
fd2012,2012,2012,H2FL14194,C00510768,N00034017,H2FL141942012,21320,cand41493,28269076005,"RADEL, HENRY J. III",radel,henry j.,henry,j,,,  iii,200,FL,federal:house,FL19,O,1.06198762563843,1.00412626345337,1.106,0.702,-0.25,,,0.661,,608,762,1,1,M,946371.36,0,0,69366.24,0,0,0,0,0,0,0,0,1068123.35,586932.11,205825,1,1,W,,,L, 61,L,-0.946773648262024,0.424,C,cand,,H,,,,,,,,200
fd2012,2012,2012,H2FL14053,C00494856,N00002893,H2FL140532012,21321,cand41479,5000004639043678,"FRANKEL, LOIS J.",frankel,lois j.,lois,j,,,,100,FL,federal:house,FL22,C,-1.05757466842511,-1.02416840457819,-0.961,-0.402,-0.093,,,-0.391,,16336,28417,52,52,F,3490565.22,4570.43,10654.3,556231.7,0,0,0,0,0,0,0,0,3533915.3,2339731.24,415796.78,1,1,W,,,W, 54,W,0.0142421992495656,0.57,C,cand,,H,,,,,,,,100
fd2012,2012,2012,H8FL25015,C00521781,N00029908,H8FL250152012,21322,cand54165,4647057365,"GARCIA, JOE",garcia,joe,joe,,,,,100,FL,federal:house,FL26,C,-0.888822477795238,0.119456765672366,-0.882,-0.204,0.032,,,-0.227,,4376,15031,23,23,M,1086906.27,500,4053.13,74219.53,0,0,0,0,0,0,0,0,1133120.48,756597.8,301803.15,1,1,W,,,L, 53,L,,0.5,C,cand,,H,,,,,,,,100
